Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations
13,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Bryndwr.,13,Canterbury Region,Christchurch City.,1/11/2020,2548502,Canterbury Region,Christchurch City,1
14,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Hagley Park.,14,Canterbury Region,Christchurch City.,1/11/2020,2677100,Canterbury Region,Christchurch City,1
17,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Harewood.,17,Canterbury Region,Christchurch City.,1/11/2020,2524603,Canterbury Region,Christchurch City,1
18,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Travis.,18,Canterbury Region,Christchurch City.,1/11/2020,2603500,Canterbury Region,Christchurch City,1
21,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,21,Canterbury Region,Christchurch City.,1/05/2021,2596200,Canterbury Region,Christchurch City,1
7,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,7,Canterbury Region,Christchurch City.,1/05/2021,2649800,Canterbury Region,Christchurch City,1
9,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,9,Canterbury Region,Christchurch City.,1/05/2021,2651300,Canterbury Region,Christchurch City,1
9,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,9,Canterbury Region,Christchurch City.,1/05/2021,2566700,Canterbury Region,Christchurch City,1
16,Sun,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Belfast.,16,Canterbury Region,Christchurch City.,1/07/2021,2514900,Canterbury Region,Christchurch City,2
18,Sun,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Mona Vale.,18,Canterbury Region,Christchurch City.,1/07/2021,2472500,Canterbury Region,Christchurch City,2
11,Sun,Theft and Related Offences,Christchurch City,"Theft (Except Motor Vehicles), N.E.C.",Rawhiti.,11,Canterbury Region,Christchurch City.,1/08/2021,2562400,Canterbury Region,Christchurch City,2
12,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,12,Canterbury Region,Christchurch City.,1/06/2021,2665000,Canterbury Region,Christchurch City,2
14,Sat,Theft and Related Offences,Selwyn District,Theft From Retail Premises,Rolleston North East.,14,Canterbury Region,Selwyn District.,1/08/2021,2719304,Canterbury Region,Selwyn District,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,15,Canterbury Region,Christchurch City.,1/08/2021,2649800,Canterbury Region,Christchurch City,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,15,Canterbury Region,Christchurch City.,1/08/2021,2566700,Canterbury Region,Christchurch City,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Merivale.,15,Canterbury Region,Christchurch City.,1/08/2021,2676500,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Ensors.,21,Canterbury Region,Christchurch City.,1/11/2020,2581300,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Spreydon.,21,Canterbury Region,Christchurch City.,1/11/2020,2643600,Canterbury Region,Christchurch City,1
0,Sat,Acts Intended to Cause Injury,Waimakariri District,Common Assault,Kaiapoi South.,0,Canterbury Region,Waimakariri District.,1/12/2020,2454300,Canterbury Region,Waimakariri District,1
13,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Linwood.,13,Canterbury Region,Christchurch City.,1/12/2020,2611000,Canterbury Region,Christchurch City,1
9,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,9,Canterbury Region,Christchurch City.,1/05/2021,2596200,Canterbury Region,Christchurch City,1
10,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Hornby North.,10,Canterbury Region,Christchurch City.,1/06/2021,2488300,Canterbury Region,Christchurch City,1
10,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Sydenham.,10,Canterbury Region,Christchurch City.,1/06/2021,2621000,Canterbury Region,Christchurch City,1
10,Wed,Theft and Related Offences,Selwyn District,Theft From Retail Premises,Rolleston North East.,10,Canterbury Region,Selwyn District.,1/06/2021,2719304,Canterbury Region,Selwyn District,1
19,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Wharenui.,19,Canterbury Region,Christchurch City.,1/11/2020,2539601,Canterbury Region,Christchurch City,1
22,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Redwood North.,22,Canterbury Region,Christchurch City.,1/11/2020,2509500,Canterbury Region,Christchurch City,1
22,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Styx Mill.,22,Canterbury Region,Christchurch City.,1/11/2020,2512806,Canterbury Region,Christchurch City,1
8,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Rutland.,8,Canterbury Region,Christchurch City.,1/11/2020,2681800,Canterbury Region,Christchurch City,1
7,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Riccarton.,7,Canterbury Region,Christchurch City.,1/12/2020,2472800,Canterbury Region,Christchurch City,1
16,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Linwood East.,16,Canterbury Region,Christchurch City.,1/10/2020,2566700,Canterbury Region,Christchurch City,1
0,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,0,Canterbury Region,Christchurch City.,1/01/2021,2648200,Canterbury Region,Christchurch City,1
15,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Avon Loop.,15,Canterbury Region,Christchurch City.,1/01/2021,2654400,Canterbury Region,Christchurch City,1
17,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,17,Canterbury Region,Christchurch City.,1/06/2021,2665000,Canterbury Region,Christchurch City,2
20,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,20,Canterbury Region,Christchurch City.,1/06/2021,2566700,Canterbury Region,Christchurch City,2
22,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,22,Canterbury Region,Christchurch City.,1/06/2021,2566700,Canterbury Region,Christchurch City,2
16,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,16,Canterbury Region,Christchurch City.,1/07/2021,2566700,Canterbury Region,Christchurch City,2
16,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Lyttelton.,16,Canterbury Region,Christchurch City.,1/01/2021,2708000,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Selwyn District,Common Assault,Darfield.,23,Canterbury Region,Selwyn District.,1/11/2020,2469700,Canterbury Region,Selwyn District,1
19,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,19,Canterbury Region,Christchurch City.,1/12/2020,2652200,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Richmond South.,23,Canterbury Region,Christchurch City.,1/12/2020,2693800,Canterbury Region,Christchurch City,1
13,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,13,Canterbury Region,Christchurch City.,1/08/2021,2566700,Canterbury Region,Christchurch City,2
14,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,14,Canterbury Region,Christchurch City.,1/08/2021,2566700,Canterbury Region,Christchurch City,2
8,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,8,Canterbury Region,Christchurch City.,1/06/2021,2649800,Canterbury Region,Christchurch City,3
15,Sun,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,15,Canterbury Region,Christchurch City.,1/08/2021,2649800,Canterbury Region,Christchurch City,4
11,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,11,Canterbury Region,Christchurch City.,1/06/2021,2665000,Canterbury Region,Christchurch City,1
11,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,11,Canterbury Region,Christchurch City.,1/06/2021,2596200,Canterbury Region,Christchurch City,1
11,Wed,Theft and Related Offences,Waimakariri District,Theft From Retail Premises,Kaiapoi South.,11,Canterbury Region,Waimakariri District.,1/06/2021,2454101,Canterbury Region,Waimakariri District,1
12,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,12,Canterbury Region,Christchurch City.,1/06/2021,2566700,Canterbury Region,Christchurch City,1
12,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Avondale.,12,Canterbury Region,Christchurch City.,1/12/2020,2578300,Canterbury Region,Christchurch City,1
14,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Avondale.,14,Canterbury Region,Christchurch City.,1/12/2020,2576502,Canterbury Region,Christchurch City,1
19,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Middleton.,19,Canterbury Region,Christchurch City.,1/12/2020,2538800,Canterbury Region,Christchurch City,1
3,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Bryndwr.,3,Canterbury Region,Christchurch City.,1/12/2020,2549100,Canterbury Region,Christchurch City,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,15,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Richmond South.,15,Canterbury Region,Christchurch City.,1/08/2021,2693100,Canterbury Region,Christchurch City,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Shirley East.,15,Canterbury Region,Christchurch City.,1/08/2021,2598900,Canterbury Region,Christchurch City,1
15,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Somerfield.,15,Canterbury Region,Christchurch City.,1/08/2021,2647000,Canterbury Region,Christchurch City,1
18,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Hagley Park.,18,Canterbury Region,Christchurch City.,1/01/2021,2678201,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Hornby South.,23,Canterbury Region,Christchurch City.,1/11/2020,2489600,Canterbury Region,Christchurch City,1
9,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Shirley East.,9,Canterbury Region,Christchurch City.,1/09/2020,2598900,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Selwyn District,Serious Assault Resulting in Injury,Darfield.,23,Canterbury Region,Selwyn District.,1/11/2020,2469700,Canterbury Region,Selwyn District,1
16,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Linwood East.,16,Canterbury Region,Christchurch City.,1/08/2021,2566700,Canterbury Region,Christchurch City,1
16,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Riccarton South.,16,Canterbury Region,Christchurch City.,1/08/2021,2475700,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,17,Canterbury Region,Christchurch City.,1/08/2021,2649300,Canterbury Region,Christchurch City,1
17,Sat,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,17,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
19,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Cathedral Square.,19,Canterbury Region,Christchurch City.,1/12/2020,2652200,Canterbury Region,Christchurch City,1
19,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Richmond North.,19,Canterbury Region,Christchurch City.,1/12/2020,2696900,Canterbury Region,Christchurch City,1
21,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Sydenham.,21,Canterbury Region,Christchurch City.,1/01/2021,2620300,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Hornby North.,23,Canterbury Region,Christchurch City.,1/01/2021,2488700,Canterbury Region,Christchurch City,2
12,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Mona Vale.,12,Canterbury Region,Christchurch City.,1/06/2021,2472600,Canterbury Region,Christchurch City,1
12,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Northcote.,12,Canterbury Region,Christchurch City.,1/06/2021,2665000,Canterbury Region,Christchurch City,1
12,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Richmond South.,12,Canterbury Region,Christchurch City.,1/06/2021,2693100,Canterbury Region,Christchurch City,1
13,Wed,Theft and Related Offences,Christchurch City,Theft From Retail Premises,Cathedral Square.,13,Canterbury Region,Christchurch City.,1/06/2021,2648900,Canterbury Region,Christchurch City,1
9,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Mairehau North.,9,Canterbury Region,Christchurch City.,1/12/2020,2507206,Canterbury Region,Christchurch City,1
9,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Northcote.,9,Canterbury Region,Christchurch City.,1/12/2020,2665000,Canterbury Region,Christchurch City,1
0,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Travis Wetland.,0,Canterbury Region,Christchurch City.,1/01/2021,2505000,Canterbury Region,Christchurch City,1
14,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Mona Vale.,14,Canterbury Region,Christchurch City.,1/01/2021,2472302,Canterbury Region,Christchurch City,1
15,Thu,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Linwood East.,15,Canterbury Region,Christchurch City.,1/07/2021,2566700,Canterbury Region,Christchurch City,1
19,Thu,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Merivale.,19,Canterbury Region,Christchurch City.,1/07/2021,2674101,Canterbury Region,Christchurch City,1
3,Thu,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Sydenham.,3,Canterbury Region,Christchurch City.,1/07/2021,2618700,Canterbury Region,Christchurch City,1
8,Thu,Theft and Related Offences,Waimakariri District,Illegal Use of a Motor Vehicle,Kaiapoi South.,8,Canterbury Region,Waimakariri District.,1/07/2021,2454300,Canterbury Region,Waimakariri District,1
14,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Styx.,14,Canterbury Region,Christchurch City.,1/01/2021,2502700,Canterbury Region,Christchurch City,1
14,Sun,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Travis Wetland.,14,Canterbury Region,Christchurch City.,1/01/2021,2505204,Canterbury Region,Christchurch City,1
